Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
Nuevo León,,Policias municipales,20/10/2014,10,20,2014,20925,Beretta,Italia,17,"457,824",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,20/10/2014,10,20,2014,20930,Beretta,Italia,12,"332,444",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,20/10/2014,10,20,2014,20924,Colt,Estados Unidos,66,"1,634,316",5.56mm,Semi-auto,Carabina,
Nuevo León,Procuraduría General de Justicia,,30/10/2014,10,30,2014,20923,Colt,Estados Unidos,21,"513,772",5.56mm,Automática,Carabina,
Nuevo León,Procuraduría General de Justicia,,30/10/2014,10,30,2014,20923,Glock,Austria,22,"172,163",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,13/11/2014,11,13,2014,21024,Beretta,Italia,65,"488,861",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,13/11/2014,11,13,2014,21024,Colt,Estados Unidos,45,"1,147,103",5.56mm,Semi-auto,Carabina,
Nuevo León,,,13/11/2014,11,13,2014,21028,Beretta,Italia,420,"3,217,431",9mm,Semi-auto,Pistola,
Nuevo León,,,13/11/2014,11,13,2014,21028,Beretta,Italia,540,"16,703,072",5.56mm,Semi-auto,Rifle,
Nuevo León,Procuraduría General de Justicia,,20/2/2015,2,20,2015,21385,Colt,Estados Unidos,129,"3,156,033",5.56mm,Automática,Carabina,
Nuevo León,,,20/2/2015,2,20,2015,21377,Beretta,Italia,185,"1,417,301",9mm,Semi-auto,Pistola,
Nuevo León,Procuradoria General de Justicia,,7/7/2015,7,7,2015,GE - 190,Glock,Austria,30,"279,300",9mm,n.a.,Pistola,
Nuevo León,Procuraduría General de Justicia,,7/7/2015,7,7,2015,GE - 187,Colt,Estados Unidos,35,"979,728",5.56mm,Automática,Carabina,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 177,Beretta,Italia,76,"558,009",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 179,Beretta,Italia,10,"78,818",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE -182,Beretta,Italia,39,"294,167",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 181,Beretta,Italia,68,"520,027",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 180,Beretta,Italia,45,"338,291",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,Ge -184,Beretta,Italia,17,"122,963",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 1/4,Beretta,Italia,5,"37,300",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/7/2015,7,7,2015,GE - 1/4,Glock,Austria,6,"53,809",9mm,n.a.,Pistola,
Nuevo León,,,7/7/2015,7,7,2015,GE - 183,Beretta,Italia,35,"258,119",9mm,Semi-auto,Pistola,
Nuevo León,,,7/7/2015,7,7,2015,GE - 185,Beretta,Italia,122,"3,113,307",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,26/10/2015,10,26,2015,22460,Colt,Estados Unidos,30,"763,811",".223"" rem",Semi-auto,Carabina,
Nuevo León,,Policias municipales,26/10/2015,10,26,2015,22466,Sig Sauer,Estados Unidos,3,"23,092",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,26/10/2015,10,26,2015,22466,Colt,Estados Unidos,3,"82,078",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,26/10/2015,10,26,2015,22461,Beretta,Italia,2,"15,294",9mm,Semi-auto,Pistola,
Nuevo León,,,26/10/2015,10,26,2015,22456,Sig Sauer,Estados Unidos,2,"191,190",7.62mm,Semi-auto,Rifle,
Nuevo León,,,26/10/2015,10,26,2015,22457,Sig Sauer,Estados Unidos,1,"95,595",7.62mm,Semi-auto,Rifle,
Nuevo León,,,19/1/2016,1,19,2016,22769,Beretta,Italia,450,"3,769,274",9mm,Semi-auto,Pistola,
Nuevo León,,,19/1/2016,1,19,2016,22769,Beretta,Italia,450,"12,841,200",5.56mm,Semi-auto,Rifle,
Nuevo León,Procuradoria General de Justicia,,31/3/2016,3,31,2016,23134,Colt,Estados Unidos,67,"1,875,480",5.56mm,Automática,Carabina,
Nuevo León,,Policias municipales,31/3/2016,3,31,2016,23133,Colt,Estados Unidos,14,"399,497",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,28/6/2016,6,28,2016,23502,Colt,Estados Unidos,1,"34,810",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,28/6/2016,6,28,2016,23501,Colt,Estados Unidos,20,"750,973",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,28/6/2016,6,28,2016,23500,Colt,Estados Unidos,24,"695,762",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,3/11/2016,11,3,2016,23843,Glock,Austria,77,"848,540",9mm,n.a.,Pistola,
Nuevo León,Procuradoria General de Justicia,,7/2/2017,2,7,2017,GE 450,Glock,Austria,45,"491,625",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 439,Beretta,Italia,30,"249,240",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 439,I.W.I.,Israel,14,"481,871",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 457,Beretta,Italia,141,"1,397,563",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 436,Beretta,Italia,30,"288,055",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 446,Glock,Austria,16,"189,892",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 436,I.W.I.,Israel,30,"1,116,775",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 441,Beretta,Italia,10,"326,083",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 452,Colt,Estados Unidos,120,"4,390,388",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 435,Glock,Austria,60,"743,350",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 433,Beretta,Italia,30,"292,767",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,7/2/2017,2,7,2017,GE 433,Colt,Estados Unidos,20,"780,760",5.56mm,Semi-auto,Carabina,
Nuevo León,,,7/2/2017,2,7,2017,GE 455,Beretta,Italia,400,"3,870,410",9mm,Semi-auto,Pistola,
Nuevo León,,,7/2/2017,2,7,2017,GE 456,Beretta,Italia,70,"569,520",9mm,Semi-auto,Pistola,
Nuevo León,,,7/2/2017,2,7,2017,GE 456,Beretta,Italia,2,"18,608",9mm,Semi-auto,Pistola,
Nuevo León,,,7/2/2017,2,7,2017,GE 450,Colt,Estados Unidos,97,"3,313,035",5.56mm,Automática,Carabina,
Nuevo León,,,7/2/2017,2,7,2017,GE 455,Colt,Estados Unidos,170,"6,633,293",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1051,Colt,Estados Unidos,17,"670,743",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1062,Beretta,Italia,15,"140,298",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1062,I.W.I.,Israel,15,"491,821",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1060,Colt,Estados Unidos,65,"2,340,261",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1060,Colt,Estados Unidos,24,"823,374",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1060,Glock,Austria,NA,"1,553,036",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,20/9/2017,9,20,2017,GE 1052,Colt,Estados Unidos,68,"2,649,776",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,29/12/2017,12,29,2017,GE 1401,Beretta,Italia,3,"29,721",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,29/12/2017,12,29,2017,GE 1401,Colt,Estados Unidos,6,"178,241",5.56mm,Semi-auto,Carabina,
Nuevo León,,,12/4/2018,4,12,2018,GE 1632,Colt,Estados Unidos,230,"8,202,728",5.56mm,Semi-auto,Carabina,
Nuevo León,,,12/4/2018,4,12,2018,GE 1632,Colt,Estados Unidos,19,"676,255",5.56mm,Semi-auto,Carabina,
Nuevo León,,,12/4/2018,4,12,2018,GE 1632,Sako,Finlandia,10,"871,382",".308"" win",n.a.,Fusil,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2156,Beretta,Italia,33,"326,801",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2156,Colt,Estados Unidos,15,"541,679",5.56mm,Semi-auto,Carabina,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2163,Beretta,Italia,50,"493,844",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2164,Beretta,Italia,20,"191,343",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2157,Glock,Austria,145,"1,487,781",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,15/10/2018,10,15,2018,GE 2157,I.W.I.,Israel,159,"5,438,098",5.56mm,Semi-auto,Fusil de asalto,
Oaxaca,Direccion General de Seguridad Publica del Estado,,15/7/2004,7,15,2004,15,Kora Brno,República Checa,200,"487,422",".38""",n.a.,Revolver,
Oaxaca,Direccion General de Seguridad Publica del Estado,,15/7/2004,7,15,2004,13,Mossberg,Estados Unidos,10,"26,125",12 G.A.,n.a.,Escopeta,
Oaxaca,Direccion General de Seguridad Publica del Estado,,30/12/2005,12,30,2005,682,Colt,Estados Unidos,30,"391,018",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,30/12/2005,12,30,2005,682,Ceska Zbrojovka,República Checa,30,"187,245",9mm,n.a.,Pistola,
Oaxaca,Direccion General de Seguridad Publica del Estado,,30/3/2006,3,30,2006,785,I.W.I.,Israel,30,"357,245",5.56mm,Semi-auto,Fusil,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,30/3/2006,3,30,2006,785,Ceska Zbrojovka,República Checa,30,"187,245",9mm,n.a.,Pistola,
Oaxaca,Direccion General de Seguridad Publica del Estado,,19/7/2006,7,19,2006,1012,Kora Brno,República Checa,25,"66,196",".38""",n.a.,Revolver,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,19/7/2006,7,19,2006,1012,Heckler & Koch,Alemania,14,"191,559",5.56mm,Semi-auto,Fusil,
Oaxaca,,,14/5/2007,5,14,2007,1427,Heckler & Koch,Alemania,100,"2,126,136",5.56mm,Semi-auto,Fusil,
Oaxaca,,,14/5/2007,5,14,2007,1427,Kora Brno,República Checa,250,NA,".38""",n.a.,Revolver,
Oaxaca,,,25/7/2007,7,25,2007,1495,Heckler & Koch,Alemania,100,"1,379,030",5.56mm,Semi-auto,Fusil,
Oaxaca,,,25/7/2007,7,25,2007,1496,Heckler & Koch,Alemania,100,"1,379,030",5.56mm,Semi-auto,Fusil,
Oaxaca,,,25/7/2007,7,25,2007,1495,Kora Brno,República Checa,250,"667,163",NA,n.a.,Revolver,
Oaxaca,,,25/7/2007,7,25,2007,1496,Kora Brno,República Checa,250,"667,163",NA,n.a.,Revolver,
Oaxaca,Direccion General de Seguridad Publica del Estado,,31/10/2007,10,31,2007,1644,Heckler & Koch,Alemania,90,"1,241,127",5.56mm,Semi-auto,Fusil,
Oaxaca,Direccion General de Seguridad Publica del Estado,,31/10/2007,10,31,2007,1645,Kora Brno,República Checa,10,"26,687",".38""",n.a.,Revolver,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,31/10/2007,10,31,2007,1645,Heckler & Koch,Alemania,10,"137,903",5.56mm,Semi-auto,Fusil,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,31/10/2007,10,31,2007,1644,Kora Brno,República Checa,240,"640,476",NA,n.a.,Revolver,
Oaxaca,Direccion General de Seguridad Publica del Estado,,31/12/2007,12,31,2007,1717,Colt,Estados Unidos,26,"410,005",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,31/12/2007,12,31,2007,1717,Browning,Estados Unidos,27,"215,014",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,31/12/2007,12,31,2007,1717,Ceska Zbrojovka,República Checa,38,"237,610",9mm,n.a.,Pistola,
Oaxaca,Direccion General de Seguridad Publica del Estado,,25/1/2008,1,25,2008,1778,Colt,Estados Unidos,26,"410,005",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,25/1/2008,1,25,2008,1778,Ceska Zbrojovka,República Checa,65,"406,439",9mm,n.a.,Pistola,
Oaxaca,Direccion General de Seguridad Publica del Estado,,21/2/2008,2,21,2008,1801,Ceska Zbrojovka,República Checa,3,"18,759",9mm,n.a.,Pistola,
Oaxaca,Direccion General de Seguridad Publica del Estado,,21/2/2008,2,21,2008,1800,Colt,Estados Unidos,26,"410,005",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Direccion General de Seguridad Publica del Estado),,21/2/2008,2,21,2008,1800,Ceska Zbrojovka,República Checa,62,"387,680",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2442,Ceska Zbrojovka,República Checa,330,"2,620,233",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2446,Ceska Zbrojovka,República Checa,33,"262,023",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2441,Colt,Estados Unidos,187,"3,562,543",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2446,Colt,Estados Unidos,13,"247,663",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2447,Colt,Estados Unidos,2,"38,102",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2448,Kora Brno,República Checa,10,"32,213",".38""",n.a.,Revolver,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2448,Mossberg,Estados Unidos,10,"49,974",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,31/12/2008,12,31,2008,2441,Combined Systems,Estados Unidos,30,"203,728",NA,n.a.,Lanzador simple,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Beretta,Italia,76,"599,843",NA,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Colt,Estados Unidos,22,"440,485",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Colt,Estados Unidos,2,"42,696",".223"" rem",Semi-auto,Fusil,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Colt,Estados Unidos,4,"76,850",9mm,Semi-auto,Subametralladora,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Mossberg,Estados Unidos,2,"6,596",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Sako,Finlandia,1,"71,562",".308"" win",n.a.,Rifle,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,7/4/2009,4,7,2009,2717,Norinco,China,1,"29,574",NA,n.a.,Lanzador simple,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Beretta,Italia,76,"599,843",NA,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Colt,Estados Unidos,22,"440,465",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Colt,Estados Unidos,2,"42,696",".223"" rem",Semi-auto,Fusil,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Colt,Estados Unidos,4,"76,660",9mm,Semi-auto,Subametralladora,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Mossberg,Estados Unidos,2,"5,597",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,13/4/2009,4,13,2009,2739,Sako,Finlandia,1,"71,562",".308"" win",n.a.,Rifle,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,15/5/2009,5,15,2009,2841,Ceska Zbrojovka,República Checa,330,"2,620,233",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,15/5/2009,5,15,2009,2840,Colt,Estados Unidos,187,"3,562,543",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,15/5/2009,5,15,2009,2840,Combined Systems,Estados Unidos,30,"203,728",NA,n.a.,Lanzador simple,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Beretta,Italia,76,"599,843",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Colt,Estados Unidos,22,"440,485",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Colt,Estados Unidos,2,"42,696",".223"" rem",Semi-auto,Fusil,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Colt,Estados Unidos,4,"76,880",9mm,Semi-auto,Subametralladora,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Mossberg,Estados Unidos,2,"6,597",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/8/2009,8,25,2009,3225,Sako,Finlandia,1,"71,562",".308"" win",n.a.,Rifle,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Policia Estatal),,23/9/2009,9,23,2009,3357,Ceska Zbrojovka,República Checa,145,"1,154,941",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica (Policia Estatal),,23/9/2009,9,23,2009,3356,Colt,Estados Unidos,87,"1,572,961",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/9/2009,9,25,2009,3361,Ceska Zbrojovka,República Checa,1,"7,965",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/9/2009,9,25,2009,3361,Colt,Estados Unidos,2,"36,160",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,25/9/2009,9,25,2009,3361,Mossberg,Estados Unidos,7,"20,850",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,10/11/2009,11,10,2009,3515,Ceska Zbrojovka,República Checa,1,"7,695",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,10/11/2009,11,10,2009,3515,Colt,Estados Unidos,2,"36,160",".223"" rem",n.a.,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,10/11/2009,11,10,2009,3515,Mossberg,Estados Unidos,5,"14,893",12 G.A.,n.a.,Escopeta,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,Policias municipales,22/12/2009,12,22,2009,3742,Beretta,Italia,34,"267,654",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,22/12/2009,12,22,2009,3739,Ceska Zbrojovka,República Checa,65,"510,223",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,22/12/2009,12,22,2009,3740,Colt,Estados Unidos,87,"1,993,151",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica ,,22/12/2009,12,22,2009,3742,Colt,Estados Unidos,11,"252,008",".223"" rem",Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,22/12/2009,12,22,2009,3736,Ceska Zbrojovka,República Checa,516,"4,050,385",9mm,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,22/12/2009,12,22,2009,3737,Colt,Estados Unidos,30,"687,294",".223"" rem",Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,22/12/2009,12,22,2009,3737,Combined Systems,Estados Unidos,7,"42,501",NA,n.a.,Lanzador simple,
Oaxaca,Secretaria de Seguridad Pública,,22/12/2009,12,22,2009,3736,Kora Brno,República Checa,10,"30,317",".38""",n.a.,Revolver,
Oaxaca,Secretaria de Seguridad Pública,,22/12/2009,12,22,2009,3737,Mossberg,Estados Unidos,10,"29,537",12 G.A.,n.a.,Escopeta,
Oaxaca,Secretaria de Seguridad Pública,,6/8/2010,8,6,2010,4526,Colt,Estados Unidos,10,"222,941",".223"" rem",Semi-auto,Carabina,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,17/11/2010,11,17,2010,5057,Ceska Zbrojovka,República Checa,65,"523,007",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,17/11/2010,11,17,2010,5058,Ceska Zbrojovka,República Checa,8,"65,843",9mm,n.a.,Pistola,
Oaxaca,Fideicomiso Fondo de Seguridad Publica,,17/11/2010,11,17,2010,5059,Ceska Zbrojovka,República Checa,21,"172,838",9mm,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,17/11/2010,11,17,2010,5060,Ceska Zbrojovka,República Checa,35,"284,412",9mm,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,4/2/2011,2,4,2011,5634,Ceska Zbrojovka,República Checa,30,"240,877",9mm,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,4/2/2011,2,4,2011,5632,Colt,Estados Unidos,2,"44,823",9mm,Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,4/2/2011,2,4,2011,5633,Colt,Estados Unidos,17,"380,995",9mm,Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,20/7/2011,7,20,2011,105,Beretta,Italia,6,"42,657",9mm,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,20/7/2011,7,20,2011,104,Colt,Estados Unidos,3,"66,382",9mm,Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,30/9/2011,9,30,2011,588,Ceska Zbrojovka,República Checa,260,"2,002,666",NA,n.a.,Pistola,
Oaxaca,Secretaria de Seguridad Pública,,30/9/2011,9,30,2011,589,Colt,Estados Unidos,87,"1,845,227",5.56mm,Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,30/9/2011,9,30,2011,589,Sako,Finlandia,4,"265,429",".308"" win",n.a.,Fusil,
Oaxaca,Secretaria de Seguridad Pública/SPA,,11/11/2011,11,11,2011,839,Ceska Zbrojovka,República Checa,421,"3,480,496",9mm,n.a.,Pistola,
Oaxaca,,,8/6/2012,6,8,2012,3086,Colt,Estados Unidos,12,"271,729",5.56mm,Semi-auto,Carabina,
Oaxaca,,,8/6/2012,6,8,2012,3088,Colt,Estados Unidos,188,"4,279,688",5.56mm,Semi-auto,Carabina,
Oaxaca,,,8/6/2012,6,8,2012,3090,Colt,Estados Unidos,42,"956,101",5.56mm,Semi-auto,Carabina,
Oaxaca,,Policias municipales,17/8/2012,8,17,2012,6076,Ceska Zbrojovka,República Checa,16,"137,284",9mm,n.a.,Pistola,
Oaxaca,,Policias municipales,13/11/2012,11,13,2012,10651,Colt,Estados Unidos,8,"152,358",".223"" rem",Semi-auto,Carabina,
Oaxaca,Procuraduría General de Justicia,,22/11/2012,11,22,2012,11116,Glock,Austria,136,"965,787",9mm,n.a.,Pistola,
Oaxaca,,Policias municipales,22/11/2012,11,22,2012,11116,Sako,Finlandia,3,"188,477",".308"" win",n.a.,Fusil,
Oaxaca,,Policias municipales,22/11/2012,11,22,2012,11116,Sako,Finlandia,2,"178,944",".308"" win",n.a.,Fusil,
Oaxaca,,Policias municipales,3/4/2013,4,3,2013,17570,Colt,Estados Unidos,16,"419,959",5.56mm,Semi-auto,Carabina,
Oaxaca,Procuraduría General de Justicia,,7/5/2013,5,7,2013,18184,Beretta,Italia,9,"226,859",5.56mm,Semi-auto,Rifle,
Oaxaca,Procuraduría General de Justicia,,28/5/2013,5,28,2013,18394,Beretta,Italia,150,"3,767,644",5.56mm,Automática,Rifle,
Oaxaca,Procuraduría General de Justicia,,28/5/2013,5,28,2013,18393,Colt,Estados Unidos,10,"220,150",".223"" rem",Semi-auto,Carabina,
Oaxaca,Procuraduría General de Justicia,,28/5/2013,5,28,2013,18394,Colt,Estados Unidos,39,"860,785",".223"" rem",Semi-auto,Carabina,
Oaxaca,Secretaria de Seguridad Pública,,13/10/2013,10,13,2013,19207,Colt,Estados Unidos,125,"2,972,320",5.56mm,Semi-auto,Carabina,
Oaxaca,,,31/12/2013,12,31,2013,19458,Beretta,Italia,201,"1,424,135",9mm,Semi-auto,Pistola,
Oaxaca,,,31/12/2013,12,31,2013,19470,Beretta,Italia,161,"1,212,863",9mm,Semi-auto,Pistola,
Oaxaca,,,31/12/2013,12,31,2013,19473,Beretta,Italia,121,"235,254",5.56mm,Semi-auto,Rifle,
Oaxaca,Procuraduría General de Justicia,,12/3/2014,3,12,2014,19914,Glock,Austria,62,"446,354",9mm,n.a.,Pistola,
Oaxaca,,,27/6/2014,6,27,2014,20499,Beretta,Italia,1,"26,857",5.56mm,Semi-auto,Rifle,
Oaxaca,,,15/5/2015,5,15,2015,21811,Benelli,Italia,18,"246,018",12 G.A.,Semi-auto,Escopeta,
